gbifid,datasetkey,occurrenceid,kingdom,phylum,class,order,family,genus,species,infraspecificepithet,taxonrank,scientificname,countrycode,locality,publishingorgkey,decimallatitude,decimallongitude,coordinateuncertaintyinmeters,coordinateprecision,elevation,elevationaccuracy,depth,depthaccuracy,eventdate,day,month,year,taxonkey,specieskey,basisofrecord,institutioncode,collectioncode,catalognumber,recordnumber,identifiedby,license,rightsholder,recordedby,typestatus,establishmentmeans,lastinterpreted,mediatype,issue
30948799,835727b6-f762-11e1-a439-00145eb45e9a,30948799,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapis,Sinapis arvensis,,SPECIES,Thlaspi arvense L.,ES,CAMPRODN, a Rocabruna (Beget, Alta Garrotxa),32498aba-d8d4-4202-ae39-d795577cdc4a,42.314125,2.452677,,,,,,,1982-11-01T00:00:00Z,1,11,1982,3052680,3047598,HUMAN_OBSERVATION,HGI,S,493,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:19:47.342Z
30948797,835727b6-f762-11e1-a439-00145eb45e9a,30948797,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica austriaca,,SPECIES,Veronica austriaca L.,ES,SANT FELIU DE PALLEROLS, al camí del Far,32498aba-d8d4-4202-ae39-d795577cdc4a,42.13401,2.45423,,,,,,,1983-06-15T00:00:00Z,15,6,1983,3172099,3172099,HUMAN_OBSERVATION,HGI,S,4929,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:38.024Z,
30948795,835727b6-f762-11e1-a439-00145eb45e9a,30948795,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,Scrophularia nodosa,,SPECIES,Scrophularia nodosa L.,ES,LA VALL D'EN BAS,32498aba-d8d4-4202-ae39-d795577cdc4a,42.13401,2.45423,,,,,,,1979-07-15T00:00:00Z,15,7,1979,3170886,3170886,HUMAN_OBSERVATION,HGI,S,4923,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:18:11.325Z,,GEODETIC_DATUM_ASSUMED_WGS84
30948793,835727b6-f762-11e1-a439-00145eb45e9a,30948793,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Microthlaspi,Microthlaspi perfoliatum,perfoliatum,SUBSPECIES,Thlaspi perfoliatum subsp. perfoliatum,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,,,,,3050633,3050631,HUMAN_OBSERVATION,HGI,S,4906,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:19:47.340Z,
30948791,835727b6-f762-11e1-a439-00145eb45e9a,30948791,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica anagallis-aquatica,,SPECIES,Veronica anagallis-aquatica L.,ES,GIRONA, al Galligans,  (Sant Daniel),32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-05-15T00:00:00Z,15,5,1983,3172086,3172086,HUMAN_OBSERVATION,HGI,S,4904,,,CC_BY_4_0,,Ex Herb. M. Ibarz,,,2018-07-06T21:20:38.011Z
30948789,835727b6-f762-11e1-a439-00145eb45e9a,30948789,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica persica,,SPECIES,Veronica persica Poir.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,,,,,3172077,3172077,HUMAN_OBSERVATION,HGI,S,4897,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:38.041Z,
30948788,835727b6-f762-11e1-a439-00145eb45e9a,30948788,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica hederifolia,,SPECIES,Veronica hederifolia L.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-03-15T00:00:00Z,15,3,1983,3172070,3172070,HUMAN_OBSERVATION,HGI,S,4896,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:38.016Z,
30948786,835727b6-f762-11e1-a439-00145eb45e9a,30948786,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica officinalis,,SPECIES,Veronica officinalis L.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1956-05-13T00:00:00Z,13,5,1956,3172049,3172049,HUMAN_OBSERVATION,HGI,S,4895,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:38.021Z,
30948784,835727b6-f762-11e1-a439-00145eb45e9a,30948784,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,Nasturtium officinale,,SPECIES,Rorippa nasturtium-aquaticum (L.) Hayek,ES,GIRONA, al riu Galligans (Sant Daniel),32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-05-15T00:00:00Z,15,5,1983,3047558,5708806,HUMAN_OBSERVATION,HGI,S,4808,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:17:32.020Z,
30948782,835727b6-f762-11e1-a439-00145eb45e9a,30948782,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,Selaginella denticulata,,SPECIES,Selaginella denticulata (L.) Spring,ES,BLANES, al jardí botànic Mar i Murtra,32498aba-d8d4-4202-ae39-d795577cdc4a,41.680294,2.800498,,,,,,,1992-02-15T00:00:00Z,15,2,1992,3709954,3709954,HUMAN_OBSERVATION,HGI,S,4738,,,CC_BY_4_0,,L.Vilar,,,2018-07-06T21:18:15.602Z,
30948780,835727b6-f762-11e1-a439-00145eb45e9a,30948780,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,,GENUS,Rubus L.,ES,LA VALL D'EN BAS, al coll d'Uria,32498aba-d8d4-4202-ae39-d795577cdc4a,42.13401,2.45423,,,,,,,1983-07-15T00:00:00Z,15,7,1983,2988638,,HUMAN_OBSERVATION,HGI,S,4736,,,CC_BY_4_0,,ex. Herb. M. Ibarz,,,2018-07-06T21:17:34.779Z,
30948778,835727b6-f762-11e1-a439-00145eb45e9a,30948778,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus ulmifolius,,SPECIES,Rubus ulmifolius Schott,ES,LA VALL D'EN BAS,32498aba-d8d4-4202-ae39-d795577cdc4a,42.13401,2.45423,,,,,,,1979-07-15T00:00:00Z,15,7,1979,2996929,2996929,HUMAN_OBSERVATION,HGI,S,4721,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:17:34.786Z,,GEODETIC_DATUM_ASSUMED_WGS84
30948776,835727b6-f762-11e1-a439-00145eb45e9a,30948776,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus caesius,,SPECIES,Rubus caesius L.,ES,BAS,32498aba-d8d4-4202-ae39-d795577cdc4a,42.13401,2.45423,,,,,,,1986-07-15T00:00:00Z,15,7,1986,2995209,2995209,HUMAN_OBSERVATION,HGI,S,4720,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:17:34.783Z,,GEODETIC_DATUM_ASSUMED_WGS84
30948774,835727b6-f762-11e1-a439-00145eb45e9a,30948774,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica austriaca,,SPECIES,Veronica austriaca L.,ES,LA VALL D'EN BAS,32498aba-d8d4-4202-ae39-d795577cdc4a,42.13401,2.45423,,,,,,,,,,,3172099,3172099,HUMAN_OBSERVATION,HGI,S,4705,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:38.024Z,,GEODETIC_DATUM_ASSUMED_WGS84
30948773,835727b6-f762-11e1-a439-00145eb45e9a,30948773,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica chamaedrys,,SPECIES,Veronica chamaedrys L.,ES,SANT FELIU DE PALLEROLS, al camí del Far,32498aba-d8d4-4202-ae39-d795577cdc4a,42.043949,2.455002,,,,,,,1968-06-03T00:00:00Z,3,6,1968,7874883,7874883,HUMAN_OBSERVATION,HGI,S,4700,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:38.010Z,
30948772,835727b6-f762-11e1-a439-00145eb45e9a,30948772,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium medium,medium,VARIETY,Trifolium medium var. medium,ES,SANT FELIU DE PALLEROLS, prop de la Salut,32498aba-d8d4-4202-ae39-d795577cdc4a,42.043949,2.455002,,,,,,,,,,,6309158,5358812,HUMAN_OBSERVATION,HGI,S,4696,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:03.580Z,
30948771,835727b6-f762-11e1-a439-00145eb45e9a,30948771,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Microthlaspi,Microthlaspi perfoliatum,perfoliatum,SUBSPECIES,Thlaspi perfoliatum subsp. perfoliatum,ES,TORTELLÀ, marge de  camp al peu de la carretera a Montagut,32498aba-d8d4-4202-ae39-d795577cdc4a,42.224583,2.574623,,,,,,,1985-03-10T00:00:00Z,10,3,1985,3050633,3050631,HUMAN_OBSERVATION,HGI,S,457,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:19:47.341Z,
30948770,835727b6-f762-11e1-a439-00145eb45e9a,30948770,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium lappaceum,,SPECIES,Trifolium lappaceum L.,ES,CASTELLÓ D'EMPÚRIES, prats salins a l'oest del mas Túries,32498aba-d8d4-4202-ae39-d795577cdc4a,42.238823,3.113869,,,,,,,1996-07-18T00:00:00Z,18,7,1996,5358913,5358913,HUMAN_OBSERVATION,HGI,S,4540,,,CC_BY_4_0,,P. Gesti,,,2018-07-06T21:20:03.578Z,
30948769,835727b6-f762-11e1-a439-00145eb45e9a,30948769,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Teesdalia,Teesdalia nudicaulis,,SPECIES,Teesdalia nudicaulis (L.) W.T.Aiton,ES,SILS, en arbredes de l'antic estany,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774647,2.697932,,,,,,,1985-05-15T00:00:00Z,15,5,1985,3054168,3054168,HUMAN_OBSERVATION,HGI,S,4530,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:19:37.735Z,
30948768,835727b6-f762-11e1-a439-00145eb45e9a,30948768,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Microthlaspi,Microthlaspi perfoliatum,perfoliatum,SUBSPECIES,Thlaspi perfoliatum subsp. perfoliatum,ES,LA VALL D'EN BAS,32498aba-d8d4-4202-ae39-d795577cdc4a,42.13401,2.45423,,,,,,,,,,,3050633,3050631,HUMAN_OBSERVATION,HGI,S,4526,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:19:47.339Z,,GEODETIC_DATUM_ASSUMED_WGS84
30948767,835727b6-f762-11e1-a439-00145eb45e9a,30948767,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Spartium,Spartium junceum,,SPECIES,Spartium junceum L.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1986-06-03T00:00:00Z,3,6,1986,5355395,5355395,HUMAN_OBSERVATION,HGI,S,4504,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:18:43.576Z,
30948766,835727b6-f762-11e1-a439-00145eb45e9a,30948766,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Scorpiurus,Scorpiurus muricatus,,SPECIES,Scorpiurus muricatus L.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-04-15T00:00:00Z,15,4,1983,5358302,5358302,HUMAN_OBSERVATION,HGI,S,4503,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:18:09.554Z,
30948765,835727b6-f762-11e1-a439-00145eb45e9a,30948765,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium stellatum,,SPECIES,Trifolium stellatum L.,ES,GIRONA, a les Pedreres,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1955-05-29T00:00:00Z,29,5,1955,5359037,5359037,HUMAN_OBSERVATION,HGI,S,4490,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:03.812Z,
30948764,835727b6-f762-11e1-a439-00145eb45e9a,30948764,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium pratense,,SPECIES,Trifolium pratense L.,ES,GIRONA, a Sant Daniel, a la font dels Lleons,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-06-15T00:00:00Z,15,6,1983,8324121,8324121,HUMAN_OBSERVATION,HGI,S,4489,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:03.590Z
30948763,835727b6-f762-11e1-a439-00145eb45e9a,30948763,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,Selaginella denticulata,,SPECIES,Selaginella denticulata (L.) Spring,ES,GIRONA, Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,,,,,3709954,3709954,HUMAN_OBSERVATION,HGI,S,4482,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:18:15.587Z,
30948762,835727b6-f762-11e1-a439-00145eb45e9a,30948762,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus ulmifolius,,SPECIES,Rubus ulmifolius Schott,ES,GIRONA, a les muralles,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1942-05-30T00:00:00Z,30,5,1942,2996929,2996929,HUMAN_OBSERVATION,HGI,S,4458,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:17:34.777Z,
30948761,835727b6-f762-11e1-a439-00145eb45e9a,30948761,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa sempervirens,,SPECIES,Rosa sempervirens L.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-06-15T00:00:00Z,15,6,1983,3002660,3002660,HUMAN_OBSERVATION,HGI,S,4457,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:17:32.481Z,
30948760,835727b6-f762-11e1-a439-00145eb45e9a,30948760,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus canescens,,SPECIES,Rubus canescens DC.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-06-15T00:00:00Z,15,6,1983,2991626,2991626,HUMAN_OBSERVATION,HGI,S,4456,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:17:34.770Z,
30948759,835727b6-f762-11e1-a439-00145eb45e9a,30948759,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Poterium,Poterium sanguisorba,,SPECIES,Sanguisorba minor Scop.,ES,GIRONA, prop de les escoles de Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-04-15T00:00:00Z,15,4,1983,3029430,5364245,HUMAN_OBSERVATION,HGI,S,4450,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:17:56.792Z,
30948758,835727b6-f762-11e1-a439-00145eb45e9a,30948758,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,Ulex parviflorus,parviflorus,SUBSPECIES,Ulex parviflorus subsp. parviflorus,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,,,,,7225511,2952000,HUMAN_OBSERVATION,HGI,S,4426,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:31.619Z,
30948757,835727b6-f762-11e1-a439-00145eb45e9a,30948757,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,Ulex parviflorus,parviflorus,SUBSPECIES,Ulex parviflorus subsp. parviflorus,ES,GIRONA, a Montjuïc,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1972-10-15T00:00:00Z,15,10,1972,7225511,2952000,HUMAN_OBSERVATION,HGI,S,4425,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:31.619Z,
30948756,835727b6-f762-11e1-a439-00145eb45e9a,30948756,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,Robinia pseudoacacia,,SPECIES,Robinia pseudoacacia L.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1956-05-10T00:00:00Z,10,5,1956,5352251,5352251,HUMAN_OBSERVATION,HGI,S,4423,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:17:31.431Z,
30948755,835727b6-f762-11e1-a439-00145eb45e9a,30948755,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Poterium,Poterium sanguisorba,,SPECIES,Sanguisorba minor Scop.,ES,SANT MARTÍ DE LLÈMENA, cap a les Serres,32498aba-d8d4-4202-ae39-d795577cdc4a,42.044842,2.696655,,,,,,,1972-05-15T00:00:00Z,15,5,1972,3029430,5364245,HUMAN_OBSERVATION,HGI,S,4326,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:17:56.858Z,
30948754,835727b6-f762-11e1-a439-00145eb45e9a,30948754,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa sempervirens,,SPECIES,Rosa sempervirens L.,ES,SARRIÀ DE TER, a Sarrià de Dalt,32498aba-d8d4-4202-ae39-d795577cdc4a,42.045097,2.817485,,,,,,,1950-06-08T00:00:00Z,8,6,1950,3002660,3002660,HUMAN_OBSERVATION,HGI,S,4317,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:17:32.478Z,
30948753,835727b6-f762-11e1-a439-00145eb45e9a,30948753,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium arvense,,SPECIES,Trifolium arvense L.,ES,SANTA PAU, en terreny molt sec, sobre gredes,32498aba-d8d4-4202-ae39-d795577cdc4a,42.134521,2.575227,,,,,,,1975-08-15T00:00:00Z,15,8,1975,5359246,5359246,HUMAN_OBSERVATION,HGI,S,4315,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:03.560Z
30948752,835727b6-f762-11e1-a439-00145eb45e9a,30948752,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica austriaca,,SPECIES,Veronica austriaca L.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-06-15T00:00:00Z,15,6,1983,3172099,3172099,HUMAN_OBSERVATION,HGI,S,4297,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:38.024Z,
30948751,835727b6-f762-11e1-a439-00145eb45e9a,30948751,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,Scrophularia peregrina,,SPECIES,Scrophularia peregrina L.,ES,GIRONA, al camí de les Creus (Sant Daniel),32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1951-05-20T00:00:00Z,20,5,1951,3170862,3170862,HUMAN_OBSERVATION,HGI,S,4295,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:18:11.333Z,
30948750,835727b6-f762-11e1-a439-00145eb45e9a,30948750,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,Sisymbrium officinale,,SPECIES,Sisymbrium officinale (L.) Scop.,ES,GIRONA, a Sant Daniel,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-04-15T00:00:00Z,15,4,1983,3046890,3046890,HUMAN_OBSERVATION,HGI,S,4293,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:18:33.361Z,
30948749,835727b6-f762-11e1-a439-00145eb45e9a,30948749,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium fragiferum,,SPECIES,Trifolium fragiferum L.,ES,GIRONA, a les Pedreres,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1951-07-18T00:00:00Z,18,7,1951,5358935,5358935,HUMAN_OBSERVATION,HGI,S,4278,,,CC_BY_4_0,,ex  Herb. M. Ibarz,,,2018-07-06T21:20:03.550Z,
30948748,835727b6-f762-11e1-a439-00145eb45e9a,30948748,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica fruticulosa,,SPECIES,Veronica fruticulosa L.,ES,SETCASES,32498aba-d8d4-4202-ae39-d795577cdc4a,42.403538,2.330384,,,,,,,1990-07-31T00:00:00Z,31,7,1990,3731357,3731357,HUMAN_OBSERVATION,HGI,S,4220,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:20:38.032Z,,GEODETIC_DATUM_ASSUMED_WGS84
30948747,835727b6-f762-11e1-a439-00145eb45e9a,30948747,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica urticifolia,,SPECIES,Veronica urticifolia Jacq.,ES,SANT PAU DE SEGURIES, en una fageda,32498aba-d8d4-4202-ae39-d795577cdc4a,42.223427,2.33229,,,,,,,1980-06-30T00:00:00Z,30,6,1980,8242995,8242995,HUMAN_OBSERVATION,HGI,S,4052,,,CC_BY_4_0,,R. Massip,,,2018-07-06T21:20:38.054Z,
30948746,835727b6-f762-11e1-a439-00145eb45e9a,30948746,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica serpyllifolia,,SPECIES,Veronica serpyllifolia L.,ES,SILS, en un prat,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774647,2.697932,,,,,,,1979-04-15T00:00:00Z,15,4,1979,3172057,3172057,HUMAN_OBSERVATION,HGI,S,4050,,,CC_BY_4_0,,L. Polo,,,2018-07-06T21:20:38.079Z,
30948745,835727b6-f762-11e1-a439-00145eb45e9a,30948745,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica serpyllifolia,,SPECIES,Veronica serpyllifolia L.,ES,LLAGOSTERA, a can Palet Ferrer,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774899,2.818253,,,,,,,1982-04-20T00:00:00Z,20,4,1982,3172057,3172057,HUMAN_OBSERVATION,HGI,S,4049,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:20:38.074Z,
30948744,835727b6-f762-11e1-a439-00145eb45e9a,30948744,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica scutellata,,SPECIES,Veronica scutellata L.,ES,LA JONQUERA, als estanys,32498aba-d8d4-4202-ae39-d795577cdc4a,42.405476,2.937965,,,,,,,1989-05-15T00:00:00Z,15,5,1989,3172072,3172072,HUMAN_OBSERVATION,HGI,S,4048,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:38.051Z,
30948743,835727b6-f762-11e1-a439-00145eb45e9a,30948743,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica persica,,SPECIES,Veronica persica Poir.,ES,LLAGOSTERA, a la casa nova d'en Vidal,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774899,2.818253,,,,,,,1982-02-28T00:00:00Z,28,2,1982,3172077,3172077,HUMAN_OBSERVATION,HGI,S,4047,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:20:38.016Z,
30948742,835727b6-f762-11e1-a439-00145eb45e9a,30948742,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica persica,,SPECIES,Veronica persica Poir.,ES,GIRONA, en un camp de conreu, prop de la font dels Lleons,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1976-03-24T00:00:00Z,24,3,1976,3172077,3172077,HUMAN_OBSERVATION,HGI,S,4046,,,CC_BY_4_0,,M.C. Iglesias,,,2018-07-06T21:20:38.045Z
30948741,835727b6-f762-11e1-a439-00145eb45e9a,30948741,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica persica,,SPECIES,Veronica persica Poir.,ES,VILABLAREIX,32498aba-d8d4-4202-ae39-d795577cdc4a,41.955032,2.817742,,,,,,,1983-03-15T00:00:00Z,15,3,1983,3172077,3172077,HUMAN_OBSERVATION,HGI,S,4045,,,CC_BY_4_0,,L. Vilar,,,2018-07-06T21:20:38.049Z,,GEODETIC_DATUM_ASSUMED_WGS84
30948740,835727b6-f762-11e1-a439-00145eb45e9a,30948740,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica officinalis,,SPECIES,Veronica officinalis L.,ES,LLAGOSTERA, a la capçalera del torrent de Noguera,32498aba-d8d4-4202-ae39-d795577cdc4a,41.774899,2.818253,,,,,,,1982-02-20T00:00:00Z,20,2,1982,3172049,3172049,HUMAN_OBSERVATION,HGI,S,4044,,,CC_BY_4_0,,X. Viñas,,,2018-07-06T21:20:38.055Z,
30948739,835727b6-f762-11e1-a439-00145eb45e9a,30948739,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica officinalis,,SPECIES,Veronica officinalis L.,ES,MOLLÓ, a la vall del riu Ritort (Espinavell),32498aba-d8d4-4202-ae39-d795577cdc4a,42.404182,2.451895,,,,,,,1978-07-07T00:00:00Z,7,7,1978,3172049,3172049,HUMAN_OBSERVATION,HGI,S,4043,,,CC_BY_4_0,,R. Massip,,,2018-07-06T21:20:38.034Z,
30948738,835727b6-f762-11e1-a439-00145eb45e9a,30948738,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica officinalis,,SPECIES,Veronica officinalis L.,ES,TORDERA,32498aba-d8d4-4202-ae39-d795577cdc4a,41.684578,2.698353,,,,,,,,,,,3172049,3172049,HUMAN_OBSERVATION,HGI,S,4042,,,CC_BY_4_0,,L. Polo,,,2018-07-06T21:20:38.018Z,,GEODETIC_DATUM_ASSUMED_WGS84
30948737,835727b6-f762-11e1-a439-00145eb45e9a,30948737,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica officinalis,,SPECIES,Veronica officinalis L.,ES,SETCASES, cap a Ulldeter, al bosc de la Xoriguera,32498aba-d8d4-4202-ae39-d795577cdc4a,42.403538,2.330384,,,,,,,1978-07-15T00:00:00Z,15,7,1978,3172049,3172049,HUMAN_OBSERVATION,HGI,S,4041,,,CC_BY_4_0,,R. Massip,,,2018-07-06T21:20:38.041Z
