id	type	modified	language	license	rightsHolder	accessRights	bibliographicCitation	references	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	materialSampleID	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	otherCatalogNumbers	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	fieldNumber	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identifiedBy	dateIdentified	identificationReferences	identificationRemarks	identificationQualifier	identificationVerificationStatus	typeStatus	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
214476131												VAL	VAL_bry			PreservedSpecimen					214476131	7327-1			Puche																																		2006	5	24													ES		V			Quesa, Los Lagos del Río Grande II				288									39.080001831055	-0.79000002145767							0																																													Southbya nigrella (De Not.) Henriques								Plantae				Arnelliaceae	Southbya		nigrella				(De Not.) Henriques					
214476130												VAL	VAL_bry			PreservedSpecimen					214476130	7322-1			Puche																																		2006	5	24													ES		V			Quesa, Los Lagos del Río Grande II				288									39.080001831055	-0.79000002145767							0																																													Tortella flavovirens (Bruch) Broth.								Plantae				Pottiaceae	Tortella		flavovirens				(Bruch) Broth.					
214476129												VAL	VAL_bry			PreservedSpecimen					214476129	7321-1			Puche																																		2006	5	24													ES		V			Quesa, Los Lagos del Río Grande I				250									39.090000152588	-0.79000002145767							0																																													Tortula muralis Hedw.								Plantae				Pottiaceae	Tortula		muralis				Hedw.					
214476128												VAL	VAL_bry			PreservedSpecimen					214476128	7312-1			Puche																																		2006	5	24													ES		V			Quesa, Los Lagos del Río Grande III				292									39.080001831055	-0.77999997138977							0																																													Tortella humilis (Hedw.) Jenn.								Plantae				Pottiaceae	Tortella		humilis				(Hedw.) Jenn.					
214476127												VAL	VAL_bry			PreservedSpecimen					214476127	7303-1			Puche																																		2006	5	24													ES		V			Quesa, Los Lagos del Río Grande II				288									39.080001831055	-0.79000002145767							0																																													Trichostomum crispulum Bruch								Plantae				Pottiaceae	Trichostomum		crispulum				Bruch					
214476126												VAL	VAL_bry			PreservedSpecimen					214476126	7302-1			Puche																																		2006	5	24													ES		V			Quesa, Los Lagos del Río Grande II				288									39.080001831055	-0.79000002145767							0																																													Weissia controversa Hedw.								Plantae				Pottiaceae	Weissia		controversa				Hedw.					
214476125												VAL	VAL_bry			PreservedSpecimen					214476125	7301-1			Puche																																		2006	5	24													ES		V			Quesa, Los Lagos del Río Grande II				288									39.080001831055	-0.79000002145767							0																																													Tortella nitida (Lindb.) Broth.								Plantae				Pottiaceae	Tortella		nitida				(Lindb.) Broth.					
214476124												VAL	VAL_bry			PreservedSpecimen					214476124	7300-1			Puche																																		2006	5	24													ES		V			Quesa, Los Lagos del Río Grande II				288									39.080001831055	-0.79000002145767							0																																													Weissia controversa Hedw.								Plantae				Pottiaceae	Weissia		controversa				Hedw.					
214476123												VAL	VAL_bry			PreservedSpecimen					214476123	7298-1			Puche																																		2006	5	24													ES		V			Quesa, Los Lagos del Río Grande I				250									39.090000152588	-0.79000002145767							0																																													Trichostomum crispulum Bruch								Plantae				Pottiaceae	Trichostomum		crispulum				Bruch					
214476122												VAL	VAL_bry			PreservedSpecimen					214476122	7260-1			Puche																																		2003	11	8													ES		AV			Hoyocasero				1320									40.380001068115	-4.9899997711182							0																																													Scleropodium purum (Hedw.) Limpr.								Plantae				Brachytheciaceae	Scleropodium		purum				(Hedw.) Limpr.					
214476121												VAL	VAL_bry			PreservedSpecimen					214476121	7257-1			Puche																																		2003	11	8													ES		AV			Hoyocasero				1320									40.380001068115	-4.9899997711182							0																																													Tortula subulata Hedw. var. subinermis (B. S. G.) Wils.								Plantae				Pottiaceae	Tortula		subulata	subinermis			(B. S. G.) Wils.					
214476120												VAL	VAL_bry			PreservedSpecimen					214476120	7242-1			Puche																																		2004	6	6													ES		CU			Cuenca, Las Huelgas, límite provincial con Guadalajara y Teruel				1490									40.389999389648	-1.8099999427795							0																																													Thuidium abietinum (Hedw.) B., S. & G.								Plantae				Thuidiaceae	Thuidium		abietinum				(Hedw.) B., S. & G.					
214476119												VAL	VAL_bry			PreservedSpecimen					214476119	7239-1			Puche																																		2004	6	6													ES		CU			Cuenca, Las Huelgas, límite provincial con Guadalajara y Teruel				1490									40.389999389648	-1.8099999427795							0																																													Timmia bavarica Hessl.								Plantae				Timmiaceae	Timmia		bavarica				Hessl.					
214476118												VAL	VAL_bry			PreservedSpecimen					214476118	7235-1			Puche																																		2004	6	6													ES		CU			Cuenca, Las Huelgas, límite provincial con Guadalajara y Teruel				1490									40.389999389648	-1.8099999427795							0																																													Scleropodium purum (Hedw.) Limpr.								Plantae				Brachytheciaceae	Scleropodium		purum				(Hedw.) Limpr.					
214476117												VAL	VAL_bry			PreservedSpecimen					214476117	7232-1			Puche																																		2006	7	7													ES		CU			Cuenca, Las Huelgas, límite provincial con Guadalajara y Teruel				1490									40.389999389648	-1.8099999427795							0																																													Tortella tortuosa (Hedw.) Limpr. var. fragilifolia (Jur.) Limpr.								Plantae				Pottiaceae	Tortella		tortuosa	fragilifolia			(Jur.) Limpr.					
214476116												VAL	VAL_bry			PreservedSpecimen					214476116	7225-1			Puche																																		2004	6	6													ES		CU			Cuenca, Las Huelgas, límite provincial con Guadalajara y Teruel				1490									40.389999389648	-1.8099999427795							0																																													Tortella tortuosa (Hedw.) Limpr.								Plantae				Pottiaceae	Tortella		tortuosa				(Hedw.) Limpr.					
214476115												VAL	VAL_bry			PreservedSpecimen					214476115	7224-1			Puche																																		2004	6	6													ES		CU			Cuenca, Las Huelgas, límite provincial con Guadalajara y Teruel				1490									40.389999389648	-1.8099999427795							0																																													Tortula subulata Hedw. var. graeffii Warnst.								Plantae				Pottiaceae	Tortula		subulata	graeffii			Warnst.					
214476114												VAL	VAL_bry			PreservedSpecimen					214476114	7167-1			Puche																																		2004	6	4													ES		GU			Checa, Rio de la Hoz Seca				1400									40.520000457764	-1.8099999427795							0																																													Tortella tortuosa (Hedw.) Limpr.								Plantae				Pottiaceae	Tortella		tortuosa				(Hedw.) Limpr.					
214476113												VAL	VAL_bry			PreservedSpecimen					214476113	7162-1			Puche																																		2004	6	4													ES		GU			Chequilla				1300									40.599998474121	-1.8400000333786							0																																													Tortula subulata Hedw. var. subinermis (B. S. G.) Wils.								Plantae				Pottiaceae	Tortula		subulata	subinermis			(B. S. G.) Wils.					
214476112												VAL	VAL_bry			PreservedSpecimen					214476112	7150-1			Puche																																		2004	6	4													ES		GU			Checa, Rio de la Hoz Seca				1400									40.520000457764	-1.8099999427795							0																																													Thuidium abietinum (Hedw.) B. S. et G. var. hystricosum (Mitt.) Loeske								Plantae				Thuidiaceae	Thuidium		abietinum	hystricosum			(Mitt.) Loeske					
214476111												VAL	VAL_bry			PreservedSpecimen					214476111	7149-1			Puche																																		2004	6	4													ES		GU			Checa, Rio de la Hoz Seca				1400									40.520000457764	-1.8099999427795							0																																													Timmia bavarica Hessl.								Plantae				Timmiaceae	Timmia		bavarica				Hessl.					
214476110												VAL	VAL_bry			PreservedSpecimen					214476110	7143-1			Puche																																		2004	6	4													ES		GU			Peralejos de las Truchas, Estrecho del Horcajo				1130									40.610000610352	-1.9700000286102							0																																													Southbya nigrella (De Not.) Henriques								Plantae				Arnelliaceae	Southbya		nigrella				(De Not.) Henriques					
214476109												VAL	VAL_bry			PreservedSpecimen					214476109	7139-1			Puche																																		2004	6	4													ES		GU			Peralejos de las Truchas, Estrecho del Horcajo				1130									40.610000610352	-1.9700000286102							0																																													Tortella tortuosa (Hedw.) Limpr.								Plantae				Pottiaceae	Tortella		tortuosa				(Hedw.) Limpr.					
214476108												VAL	VAL_bry			PreservedSpecimen					214476108	7133-1			Puche																																		2004	6	4													ES		GU			Peralejos de las Truchas, Estrecho del Horcajo				1130									40.610000610352	-1.9700000286102							0																																													Scleropodium purum (Hedw.) Limpr.								Plantae				Brachytheciaceae	Scleropodium		purum				(Hedw.) Limpr.					
214476107												VAL	VAL_bry			PreservedSpecimen					214476107	7130-1			Puche																																		2004	6	4													ES		GU			Chequilla				1300									40.599998474121	-1.8400000333786							0																																													Thuidium abietinum (Hedw.) B., S. & G.								Plantae				Thuidiaceae	Thuidium		abietinum				(Hedw.) B., S. & G.					
214476106												VAL	VAL_bry			PreservedSpecimen					214476106	7125-1			Puche																																		2004	6	4													ES		GU			Chequilla				1300									40.599998474121	-1.8400000333786							0																																													Tortella tortuosa (Hedw.) Limpr.								Plantae				Pottiaceae	Tortella		tortuosa				(Hedw.) Limpr.					
